0.5,0.5,0.1,0.0029745592016185646
0.5,0.5,0.5,0.002404637671336097
0.5,0.5,1,0.2550638199468335
0.5,0.5,2,0.8984859735318815
0.5,0.5,5,1.3123576314911678
0.5,1,0.1,0.0018856296233688047
0.5,1,0.5,0.0129547779318959
0.5,1,1,0.0013669067929788722
0.5,1,2,0.07117386905878054
0.5,1,5,0.9475167640691288
0.5,2,0.1,4.529155597164886e-05
0.5,2,0.5,0.005277892494107596
0.5,2,1,0.03768277846774956
0.5,2,2,0.0022629460629684313
0.5,2,5,0.5376056901994353
0.5,5,0.1,1.7790051291716593e-07
0.5,5,0.5,6.549950142915509e-06
0.5,5,1,0.000434653475331186
0.5,5,2,0.06588731757126268
0.5,5,5,0.022822232745338487
0.5,10,0.1,4.567054355972703e-08
0.5,10,0.5,3.6533862497716527e-07
0.5,10,1,3.172989520296694e-06
0.5,10,2,0.00033249016195519595
0.5,10,5,0.27368751787553186
1,0.5,0.1,0.0016598883528677402
1,0.5,0.5,0.0018494328092438536
1,0.5,1,0.30911728608276995
1,0.5,2,0.5140197904569785
1,0.5,5,1.5186821792674232
1,1,0.1,0.0010093436173508284
1,1,0.5,0.007431507380480591
1,1,1,0.001593157313334267
1,1,2,0.6023409904451867
1,1,5,0.9820439478016771
1,2,0.1,2.1105175771633643e-05
1,2,0.5,0.00281520307677618
1,2,1,0.022743301005126344
1,2,2,0.004012351622550678
1,2,5,0.2964959638498729
1,5,0.1,3.536397733017756e-08
1,5,0.5,2.3865357398872815e-06
1,5,1,0.0002024509092722645
1,5,2,0.041409481312060306
1,5,5,0.025451740871996517
1,10,0.1,8.645591201163738e-09
1,10,0.5,5.676488055340939e-08
1,10,1,9.654834598440357e-07
1,10,2,0.0001532177973870972
1,10,5,0.21493852313497727
2,0.5,0.1,0.0009059899282732564
2,0.5,0.5,0.0012569218138897946
2,0.5,1,0.261089804097683
2,0.5,2,0.6423238061772361
2,0.5,5,1.990116559427439
2,1,0.1,0.000538241645147509
2,1,1,0.0016106900455441435
2,1,2,0.688497925851852
2,1,5,0.6563005746555794
2,2,0.5,0.001501317082742282
2,2,1,0.013071573326088855
2,2,2,0.020052452679773125
2,2,5,1.2643133484954368
2,5,0.1,1.5468195667162248e-08
2,5,0.5,1.094450622112119e-06
2,5,1,0.00010002439538102366
2,5,2,0.024510815863327914
2,5,5,0.0008199305304032525
2,10,0.1,3.884024915851846e-09
2,10,0.5,2.5074073464516405e-08
2,10,1,4.3240311811373055e-07
2,10,2,7.532991331201081e-05
2,10,5,0.15416000541949523
5,0.5,0.1,0.0004016064143446213
5,0.5,0.5,0.0006641137149551246
5,0.5,1,0.16289376227861083
5,0.5,2,0.6349613745220896
5,0.5,5,2.571365489957658
5,1,0.1,0.00023471804962205036
5,1,0.5,0.0018741117897449293
5,1,1,0.00110938453685584
5,1,2,0.5986699236943984
5,1,5,1.0283618588761811
5,2,0.1,4.295414388516187e-06
5,2,0.5,0.0006569349822152808
5,2,1,0.006074186498883891
5,2,2,0.024819306568546515
5,2,5,1.0473010323998444
5,5,0.1,6.029659895693896e-09
5,5,0.5,4.29876084261203e-07
5,5,1,4.1340882386014205e-05
5,5,2,0.011661121083323036
5,5,5,0.20058575927297886
5,10,0.1,1.5680039223962581e-09
5,10,0.5,9.831287691219054e-09
5,10,1,1.6754856043435244e-07
5,10,2,3.1018593440337093e-05
5,10,5,0.08850881894654293
10,0.5,0.1,0.0002205108631520172
10,0.5,0.5,0.0004086579327429702
10,0.5,1,0.10321941926809446
10,0.5,2,0.4803155296598964
10,0.5,5,1.4391175178058457
10,1,0.1,0.00012684414534868974
10,1,0.5,0.0010366131997897998
10,1,1,0.0007559718594677819
10,1,2,0.4535672024391455
10,1,5,0.9481635506036677
10,2,0.1,2.252013004939299e-06
10,2,0.5,0.00035503229496528654
10,2,1,0.00338896920835745
10,2,2,0.019509428539241692
10,2,5,1.1740909010174083
10,5,0.1,3.339921152947665e-09
10,5,0.5,2.2288922681668887e-07
10,5,1,2.173086433210709e-05
10,5,2,0.006553613826979354
10,5,5,0.25696333646135067
10,10,0.1,8.767095323776441e-10
10,10,0.5,5.530190681780631e-09
10,10,1,8.723790942558565e-08
10,10,5,0.054776842612443824
